Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D007_5,C000001,535.633,1545.1,Medium,None
D007_5,C000002,649.828,1874.5,Medium,None
D007_5,C000003,643.356,2375.5,High,None
D007_5,C000004,537.696,1551.0,Medium,None
D007_5,C000005,540.53,1559.2,Medium,None
D007_5,C000006,644.167,2378.5,High,None
D007_5,C000007,744.166,2747.7,High,None
D007_5,C000008,527.097,1520.5,Medium,None
D007_5,C000009,537.047,1549.2,Medium,None
D007_5,C000010,627.08,1808.9,Medium,One-Way
D007_5,C000011,645.151,1488.8,Low,None
D007_5,C000012,532.575,1229.0,Low,None
D007_5,C000013,642.706,1483.2,Low,None
D007_5,C000014,647.459,1867.7,Medium,None
D007_5,C000015,650.065,1875.2,Medium,None
D007_5,C000016,535.473,1544.6,Medium,None
D007_5,C000017,633.023,1460.8,Low,One-Way
D007_5,C000018,644.025,1486.2,Low,None
D007_5,C000019,544.876,1571.8,Medium,None
D007_5,C000020,534.2,1541.0,Medium,One-Way
D007_5,C000021,526.427,1943.7,High,None
D007_5,C000022,80.408,231.9,Medium,One-Way
D007_5,C000023,541.809,1250.3,Low,No Heavy Trucks
D007_5,C000024,526.566,1944.2,High,No Heavy Trucks
D007_5,C000025,531.658,1226.9,Low,None
D007_5,C000026,634.611,1464.5,Low,None
D007_5,C000027,641.194,2367.5,High,None
D007_5,C000028,647.475,1494.2,Low,None
D007_5,C000029,646.863,1492.8,Low,None
D007_5,C000030,533.174,1968.6,High,None
D007_5,C000031,647.427,1867.6,Medium,None
D007_5,C000032,643.926,1857.5,Medium,None
D007_5,C000033,651.733,1504.0,Low,None
D007_5,C000034,544.885,1257.4,Low,None
D007_5,C000035,635.967,1467.6,Low,None
D007_5,C000036,646.545,1865.0,Medium,No Heavy Trucks
D007_5,C000037,635.409,1832.9,Medium,One-Way
D007_5,C000038,78.347,226.0,Medium,None
D007_5,C000039,739.397,2730.1,High,None
D007_5,C000040,522.251,1506.5,Medium,None
D007_5,C000041,535.423,1976.9,High,None
D007_5,C000042,651.609,1879.6,Medium,None
D007_5,C000043,638.944,2359.2,High,None
D007_5,C000044,630.408,1818.5,Medium,None
D007_5,C000045,77.059,284.5,High,One-Way
D007_5,C000046,649.094,2396.7,High,No Heavy Trucks
D007_5,C000047,528.295,1523.9,Medium,None
D007_5,C000048,745.04,2149.2,Medium,None
D007_5,C000049,541.415,1561.8,Medium,One-Way
D007_5,C000050,530.762,1531.0,Medium,None
D007_5,C000051,655.32,1890.3,Medium,None
D007_5,C000052,75.258,217.1,Medium,None
D007_5,C000053,527.556,1217.4,Low,No Heavy Trucks
D007_5,C000054,532.23,1535.3,Medium,None
D007_5,C000055,638.531,1473.5,Low,None
D007_5,C000056,628.854,1814.0,Medium,None
D007_5,C000057,652.948,1506.8,Low,None
D007_5,C000058,522.736,1206.3,Low,None
