Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D006_5,C000001,1036.662,2776.8,Medium,None
D006_5,C000002,328.956,704.9,Low,None
D006_5,C000003,330.382,708.0,Low,None
D006_5,C000004,1038.577,2781.9,Medium,One-Way
D006_5,C000005,1041.543,3571.0,High,None
D006_5,C000006,320.001,857.1,Medium,One-Way
D006_5,C000007,457.212,979.7,Low,None
D006_5,C000008,1028.041,3524.7,High,None
D006_5,C000009,1037.891,2224.1,Low,None
D006_5,C000010,303.395,812.7,Medium,None
D006_5,C000011,323.321,866.0,Medium,None
D006_5,C000012,1033.416,2214.5,Low,None
D006_5,C000013,314.791,843.2,Medium,None
D006_5,C000014,318.127,681.7,Low,None
D006_5,C000015,334.445,895.8,Medium,None
D006_5,C000016,1036.442,3553.5,High,None
D006_5,C000017,314.281,673.5,Low,No Heavy Trucks
D006_5,C000018,318.302,682.1,Low,None
D006_5,C000019,1045.523,2240.4,Low,None
D006_5,C000020,1035.026,2217.9,Low,None
D006_5,C000021,1027.43,2752.0,Medium,None
D006_5,C000022,430.944,923.5,Low,None
D006_5,C000023,1042.498,2233.9,Low,None
D006_5,C000024,1027.376,2201.5,Low,None
D006_5,C000025,1032.587,2765.9,Medium,None
D006_5,C000026,316.455,847.6,Medium,None
D006_5,C000027,314.698,674.4,Low,None
D006_5,C000028,322.497,691.1,Low,None
D006_5,C000029,317.188,1087.5,High,None
D006_5,C000030,1034.214,2216.2,Low,No Heavy Trucks
D006_5,C000031,322.416,863.6,Medium,None
D006_5,C000032,322.469,1105.6,High,None
D006_5,C000033,324.026,867.9,Medium,None
D006_5,C000034,1045.918,2241.3,Low,None
D006_5,C000035,321.551,689.0,Low,None
D006_5,C000036,321.291,860.6,Medium,None
D006_5,C000037,307.19,822.8,Medium,None
D006_5,C000038,439.786,942.4,Low,None
D006_5,C000039,452.314,1550.8,High,None
D006_5,C000040,1023.177,2740.7,Medium,None
D006_5,C000041,1036.435,2776.2,Medium,None
D006_5,C000042,319.519,855.9,Medium,None
D006_5,C000043,310.968,833.0,Medium,None
D006_5,C000044,310.057,830.5,Medium,None
D006_5,C000045,437.577,937.7,Low,One-Way
D006_5,C000046,331.627,710.6,Low,One-Way
D006_5,C000047,1029.186,2756.7,Medium,None
