Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D010_5,C000001,957.79,2298.7,Low,None
D010_5,C000002,263.023,789.1,Medium,One-Way
D010_5,C000003,260.534,625.3,Low,One-Way
D010_5,C000004,961.184,2883.6,Medium,None
D010_5,C000005,962.922,3697.6,High,None
D010_5,C000006,254.903,978.8,High,None
D010_5,C000007,385.908,1157.7,Medium,None
D010_5,C000008,950.244,2850.7,Medium,None
D010_5,C000009,960.738,2305.8,Low,None
D010_5,C000010,236.254,708.8,Medium,None
D010_5,C000011,257.322,772.0,Medium,None
D010_5,C000012,956.305,2295.1,Low,No Heavy Trucks
D010_5,C000013,251.183,753.6,Medium,None
D010_5,C000014,255.631,981.6,High,None
D010_5,C000015,266.354,1022.8,High,None
D010_5,C000016,958.378,2875.1,Medium,None
D010_5,C000017,245.698,589.7,Low,None
D010_5,C000018,253.866,761.6,Medium,One-Way
D010_5,C000019,969.302,3722.1,High,One-Way
D010_5,C000020,957.994,2874.0,Medium,None
D010_5,C000021,949.033,2847.1,Medium,None
D010_5,C000022,372.307,1116.9,Medium,None
D010_5,C000023,966.109,2318.7,Low,None
D010_5,C000024,950.473,2851.4,Medium,None
D010_5,C000025,954.894,2864.7,Medium,None
D010_5,C000026,247.8,594.7,Low,None
D010_5,C000027,250.309,750.9,Medium,One-Way
D010_5,C000028,258.086,619.4,Low,None
D010_5,C000029,254.785,978.4,High,No Heavy Trucks
D010_5,C000030,955.006,3667.2,High,None
D010_5,C000031,258.015,619.2,Low,None
D010_5,C000032,256.187,614.8,Low,None
D010_5,C000033,261.231,627.0,Low,None
D010_5,C000034,966.854,2900.6,Medium,None
D010_5,C000035,251.505,754.5,Medium,None
D010_5,C000036,256.906,616.6,Low,No Heavy Trucks
D010_5,C000037,242.953,728.9,Medium,None
D010_5,C000038,383.262,1149.8,Medium,None
D010_5,C000039,380.743,913.8,Low,No Heavy Trucks
D010_5,C000040,945.555,2269.3,Low,None
D010_5,C000041,957.864,2873.6,Medium,None
D010_5,C000042,258.671,776.0,Medium,None
D010_5,C000043,246.997,741.0,Medium,No Heavy Trucks
D010_5,C000044,241.862,725.6,Medium,None
D010_5,C000045,379.753,911.4,Low,None
D010_5,C000046,264.198,634.1,Low,None
D010_5,C000047,951.781,2855.3,Medium,None
D010_5,C000048,382.766,918.6,Low,None
D010_5,C000049,964.162,2314.0,Low,None
D010_5,C000050,952.371,2285.7,Low,None
D010_5,C000051,267.806,803.4,Medium,One-Way
D010_5,C000052,380.673,913.6,Low,None
D010_5,C000053,950.844,2282.0,Low,None
D010_5,C000054,954.242,2862.7,Medium,None
D010_5,C000055,252.799,970.7,High,None
D010_5,C000056,237.557,570.1,Low,No Heavy Trucks
D010_5,C000057,264.962,794.9,Medium,None
D010_5,C000058,946.437,2271.4,Low,None
D010_5,C000059,381.191,1143.6,Medium,None
D010_5,C000060,973.58,3738.5,High,None
D010_5,C000061,964.477,2893.4,Medium,None
D010_5,C000062,968.187,3717.8,High,None
D010_5,C000063,951.836,2284.4,Low,None
D010_5,C000064,960.336,2304.8,Low,None
D010_5,C000065,385.522,1480.4,High,No Heavy Trucks
D010_5,C000066,256.451,615.5,Low,None
D010_5,C000067,954.768,2864.3,Medium,None
D010_5,C000068,241.865,725.6,Medium,None
D010_5,C000069,237.023,711.1,Medium,None
D010_5,C000070,962.658,2888.0,Medium,None
D010_5,C000071,255.669,767.0,Medium,No Heavy Trucks
D010_5,C000072,374.033,897.7,Low,No Heavy Trucks
D010_5,C000073,952.665,2858.0,Medium,None
D010_5,C000074,953.38,2860.1,Medium,None
D010_5,C000075,253.265,607.8,Low,None
D010_5,C000076,971.836,3731.9,High,None
D010_5,C000077,953.025,3659.6,High,None
D010_5,C000078,257.586,772.8,Medium,One-Way
D010_5,C000079,259.67,623.2,Low,None
D010_5,C000080,963.985,3701.7,High,None
D010_5,C000081,262.75,630.6,Low,No Heavy Trucks
D010_5,C000082,960.199,2304.5,Low,No Heavy Trucks
D010_5,C000083,970.986,2913.0,Medium,None
D010_5,C000084,255.352,766.1,Medium,None
D010_5,C000085,384.129,921.9,Low,None
D010_5,C000086,373.334,1433.6,High,None
D010_5,C000087,260.251,780.8,Medium,None
D010_5,C000088,246.683,740.0,Medium,None
D010_5,C000089,244.287,732.9,Medium,None
D010_5,C000090,255.047,612.1,Low,None
D010_5,C000091,960.295,2304.7,Low,None
D010_5,C000092,388.275,1164.8,Medium,None
D010_5,C000093,255.415,766.2,Medium,None
D010_5,C000094,953.433,2860.3,Medium,None
D010_5,C000095,946.121,2838.4,Medium,None
D010_5,C000096,971.476,2331.5,Low,None
D010_5,C000097,271.179,650.8,Low,None
D010_5,C000098,255.428,613.0,Low,None
D010_5,C000099,261.574,1004.4,High,None
D010_5,C000100,244.107,732.3,Medium,None
D010_5,C000101,968.414,2324.2,Low,One-Way
D010_5,C000102,960.787,3689.4,High,None
D010_5,C000103,244.293,732.9,Medium,None
D010_5,C000104,270.548,811.6,Medium,None
D010_5,C000105,261.328,1003.5,High,One-Way
D010_5,C000106,957.221,2871.7,Medium,None
D010_5,C000107,379.982,1139.9,Medium,No Heavy Trucks
D010_5,C000108,968.56,2905.7,Medium,None
D010_5,C000109,376.355,903.3,Low,None
D010_5,C000110,256.013,768.0,Medium,None
D010_5,C000111,257.344,988.2,High,None
D010_5,C000112,265.011,1017.6,High,None
D010_5,C000113,245.997,738.0,Medium,One-Way
D010_5,C000114,375.863,1127.6,Medium,None
D010_5,C000115,256.71,616.1,Low,One-Way
D010_5,C000116,969.033,2325.7,Low,None
D010_5,C000117,951.595,2854.8,Medium,No Heavy Trucks
D010_5,C000118,945.077,2835.2,Medium,None
D010_5,C000119,247.27,593.4,Low,One-Way
D010_5,C000120,379.687,1139.1,Medium,None
D010_5,C000121,379.21,910.1,Low,No Heavy Trucks
D010_5,C000122,242.905,728.7,Medium,One-Way
D010_5,C000123,256.388,769.2,Medium,None
D010_5,C000124,950.958,3651.7,High,None
D010_5,C000125,375.902,902.2,Low,None
D010_5,C000126,382.697,918.5,Low,None
D010_5,C000127,256.529,769.6,Medium,None
D010_5,C000128,962.244,3695.0,High,None
D010_5,C000129,370.703,1112.1,Medium,No Heavy Trucks
D010_5,C000130,249.642,748.9,Medium,One-Way
D010_5,C000131,951.727,3654.6,High,None
D010_5,C000132,252.186,756.6,Medium,None
D010_5,C000133,966.34,2899.0,Medium,None
D010_5,C000134,371.489,1426.5,High,None
D010_5,C000135,388.331,1165.0,Medium,None
D010_5,C000136,266.967,640.7,Low,None
D010_5,C000137,249.042,597.7,Low,None
D010_5,C000138,243.002,729.0,Medium,None
D010_5,C000139,948.629,2845.9,Medium,None
D010_5,C000140,950.432,2851.3,Medium,One-Way
D010_5,C000141,269.187,646.0,Low,None
D010_5,C000142,253.658,608.8,Low,None
D010_5,C000143,378.84,909.2,Low,None
D010_5,C000144,949.442,3645.9,High,None
D010_5,C000145,968.245,2904.7,Medium,None
D010_5,C000146,963.329,3699.2,High,One-Way
D010_5,C000147,956.642,2869.9,Medium,One-Way
D010_5,C000148,262.91,1009.6,High,None
D010_5,C000149,947.902,2843.7,Medium,One-Way
D010_5,C000150,381.596,915.8,Low,None
D010_5,C000151,266.816,640.4,Low,None
D010_5,C000152,956.047,2868.1,Medium,None
D010_5,C000153,249.242,598.2,Low,None
D010_5,C000154,246.595,591.8,Low,None
D010_5,C000155,956.33,2869.0,Medium,One-Way
D010_5,C000156,251.248,603.0,Low,None
D010_5,C000157,969.263,2326.2,Low,None
D010_5,C000158,385.668,1157.0,Medium,None
D010_5,C000159,953.784,2289.1,Low,None
D010_5,C000160,242.164,929.9,High,None
D010_5,C000161,255.588,613.4,Low,None
D010_5,C000162,963.04,2311.3,Low,One-Way
D010_5,C000163,952.607,2286.3,Low,None
D010_5,C000164,261.33,627.2,Low,None
D010_5,C000165,953.908,2861.7,Medium,None
D010_5,C000166,372.08,893.0,Low,None
