Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D010_1,C000001,955.213,2865.6,Medium,None
D010_1,C000002,267.259,641.4,Low,None
D010_1,C000003,264.776,794.3,Medium,None
D010_1,C000004,958.562,3680.9,High,None
D010_1,C000005,960.338,2304.8,Low,None
D010_1,C000006,259.135,777.4,Medium,None
D010_1,C000007,390.145,1170.4,Medium,None
D010_1,C000008,947.632,2842.9,Medium,None
D010_1,C000009,958.108,3679.1,High,None
D010_1,C000010,240.487,721.5,Medium,None
D010_1,C000011,261.557,627.7,Low,None
D010_1,C000012,953.672,2861.0,Medium,None
D010_1,C000013,255.409,613.0,Low,None
D010_1,C000014,259.854,779.6,Medium,None
D010_1,C000015,270.594,649.4,Low,One-Way
D010_1,C000016,955.776,3670.2,High,One-Way
D010_1,C000017,249.936,599.8,Low,None
D010_1,C000018,258.095,774.3,Medium,None
D010_1,C000019,966.645,2319.9,Low,None
D010_1,C000020,955.36,2866.1,Medium,One-Way
D010_1,C000021,946.44,3634.3,High,None
D010_1,C000022,368.913,1106.7,Medium,None
D010_1,C000023,963.457,2890.4,Medium,None
D010_1,C000024,947.833,2274.8,Low,None
D010_1,C000025,952.279,2285.5,Low,None
D010_1,C000026,252.039,756.1,Medium,None
D010_1,C000027,254.537,763.6,Medium,None
D010_1,C000028,262.317,787.0,Medium,One-Way
D010_1,C000029,259.007,621.6,Low,None
D010_1,C000030,952.439,2857.3,Medium,One-Way
D010_1,C000031,262.246,629.4,Low,None
D010_1,C000032,260.422,1000.0,High,None
D010_1,C000033,265.457,637.1,Low,None
D010_1,C000034,964.285,2892.9,Medium,One-Way
D010_1,C000035,255.746,767.2,Medium,None
D010_1,C000036,261.136,626.7,Low,None
D010_1,C000037,247.178,949.2,High,None
D010_1,C000038,379.832,1139.5,Medium,None
D010_1,C000039,384.98,1154.9,Medium,One-Way
D010_1,C000040,942.937,2828.8,Medium,One-Way
D010_1,C000041,955.278,3668.3,High,None
D010_1,C000042,262.888,788.7,Medium,None
D010_1,C000043,251.223,753.7,Medium,None
D010_1,C000044,246.099,738.3,Medium,One-Way
D010_1,C000045,376.349,1129.0,Medium,None
D010_1,C000046,268.437,1030.8,High,None
D010_1,C000047,949.157,2278.0,Low,None
D010_1,C000048,387.007,1161.0,Medium,None
D010_1,C000049,961.567,2884.7,Medium,One-Way
D010_1,C000050,949.811,2279.5,Low,One-Way
D010_1,C000051,272.039,816.1,Medium,None
D010_1,C000052,377.279,905.5,Low,None
D010_1,C000053,948.227,2844.7,Medium,None
D010_1,C000054,951.67,2284.0,Low,None
D010_1,C000055,257.038,771.1,Medium,One-Way
D010_1,C000056,241.787,928.5,High,None
D010_1,C000057,269.194,807.6,Medium,One-Way
D010_1,C000058,943.804,2831.4,Medium,None
D010_1,C000059,377.706,1133.1,Medium,None
D010_1,C000060,970.98,2330.4,Low,None
D010_1,C000061,961.896,3693.7,High,None
D010_1,C000062,965.618,2317.5,Low,None
D010_1,C000063,949.238,3645.1,High,None
D010_1,C000064,957.721,2873.2,Medium,None
D010_1,C000065,382.102,1146.3,Medium,None
D010_1,C000066,260.694,782.1,Medium,One-Way
D010_1,C000067,952.174,2285.2,Low,None
D010_1,C000068,246.098,738.3,Medium,None
D010_1,C000069,241.255,579.0,Low,No Heavy Trucks
D010_1,C000070,960.011,3686.4,High,None
D010_1,C000071,259.908,623.8,Low,None
D010_1,C000072,370.548,889.3,Low,No Heavy Trucks
D010_1,C000073,950.048,2850.1,Medium,None
D010_1,C000074,950.817,2282.0,Low,None
D010_1,C000075,257.508,618.0,Low,None
D010_1,C000076,969.26,2907.8,Medium,None
D010_1,C000077,950.437,2281.0,Low,None
D010_1,C000078,261.827,785.5,Medium,No Heavy Trucks
D010_1,C000079,263.908,791.7,Medium,None
D010_1,C000080,961.345,3691.6,High,None
D010_1,C000081,266.981,640.8,Low,None
D010_1,C000082,957.583,2298.2,Low,None
D010_1,C000083,968.368,3718.5,High,None
D010_1,C000084,259.565,778.7,Medium,No Heavy Trucks
D010_1,C000085,388.368,1165.1,Medium,None
D010_1,C000086,369.876,887.7,Low,No Heavy Trucks
D010_1,C000087,264.474,793.4,Medium,None
D010_1,C000088,250.914,602.2,Low,None
D010_1,C000089,248.527,745.6,Medium,None
D010_1,C000090,259.267,777.8,Medium,None
D010_1,C000091,957.715,2873.1,Medium,None
D010_1,C000092,392.513,942.0,Low,None
D010_1,C000093,259.641,778.9,Medium,None
D010_1,C000094,950.866,2282.1,Low,None
D010_1,C000095,943.496,2830.5,Medium,None
D010_1,C000096,968.896,2325.3,Low,None
D010_1,C000097,275.416,661.0,Low,None
D010_1,C000098,259.663,779.0,Medium,None
D010_1,C000099,265.812,637.9,Low,None
D010_1,C000100,248.34,596.0,Low,None
D010_1,C000101,965.824,2897.5,Medium,None
D010_1,C000102,958.187,2299.6,Low,One-Way
D010_1,C000103,248.535,745.6,Medium,None
D010_1,C000104,274.785,824.4,Medium,None
D010_1,C000105,265.555,796.7,Medium,None
D010_1,C000106,954.604,2291.1,Low,None
D010_1,C000107,376.544,1129.6,Medium,None
D010_1,C000108,965.93,2897.8,Medium,None
D010_1,C000109,372.933,895.0,Low,None
D010_1,C000110,260.256,780.8,Medium,None
D010_1,C000111,261.555,784.7,Medium,One-Way
D010_1,C000112,269.247,646.2,Low,None
D010_1,C000113,250.221,960.9,High,None
D010_1,C000114,372.384,1117.2,Medium,None
D010_1,C000115,260.938,1002.0,High,None
D010_1,C000116,966.376,3710.9,High,One-Way
D010_1,C000117,949.026,2847.1,Medium,None
D010_1,C000118,942.446,3619.0,High,None
D010_1,C000119,251.503,754.5,Medium,None
D010_1,C000120,383.926,921.4,Low,None
D010_1,C000121,375.724,1127.2,Medium,None
D010_1,C000122,247.142,741.4,Medium,None
D010_1,C000123,260.61,781.8,Medium,None
D010_1,C000124,948.403,2845.2,Medium,None
D010_1,C000125,372.415,1117.2,Medium,None
D010_1,C000126,386.937,1160.8,Medium,None
D010_1,C000127,260.768,782.3,Medium,No Heavy Trucks
D010_1,C000128,959.639,2878.9,Medium,None
D010_1,C000129,367.308,881.5,Low,None
D010_1,C000130,253.885,761.7,Medium,One-Way
D010_1,C000131,949.099,2277.8,Low,None
D010_1,C000132,256.404,769.2,Medium,None
D010_1,C000133,963.744,2891.2,Medium,One-Way
D010_1,C000134,368.01,1104.0,Medium,None
D010_1,C000135,392.572,942.2,Low,None
D010_1,C000136,271.207,813.6,Medium,No Heavy Trucks
D010_1,C000137,253.28,759.8,Medium,No Heavy Trucks
D010_1,C000138,247.238,741.7,Medium,One-Way
D010_1,C000139,946.059,2838.2,Medium,None
D010_1,C000140,947.852,2274.8,Low,None
D010_1,C000141,273.424,820.3,Medium,None
D010_1,C000142,257.875,618.9,Low,None
D010_1,C000143,383.081,1149.2,Medium,One-Way
D010_1,C000144,946.857,2272.5,Low,None
D010_1,C000145,965.627,2896.9,Medium,None
D010_1,C000146,960.708,2305.7,Low,None
D010_1,C000147,954.03,2862.1,Medium,None
D010_1,C000148,267.133,801.4,Medium,None
D010_1,C000149,945.306,2835.9,Medium,None
D010_1,C000150,378.122,1134.4,Medium,None
D010_1,C000151,271.054,813.2,Medium,None
D010_1,C000152,953.473,2288.3,Low,None
D010_1,C000153,253.473,608.3,Low,None
D010_1,C000154,250.817,752.4,Medium,No Heavy Trucks
D010_1,C000155,953.706,2288.9,Low,None
D010_1,C000156,255.492,766.5,Medium,None
D010_1,C000157,966.646,2899.9,Medium,None
D010_1,C000158,382.242,917.4,Low,None
D010_1,C000159,951.166,2853.5,Medium,None
D010_1,C000160,246.394,739.2,Medium,None
D010_1,C000161,259.832,779.5,Medium,None
D010_1,C000162,960.406,2881.2,Medium,No Heavy Trucks
D010_1,C000163,950.051,3648.2,High,One-Way
D010_1,C000164,265.556,796.7,Medium,None
D010_1,C000165,951.274,2283.1,Low,None
D010_1,C000166,368.68,884.8,Low,None
D010_1,C000167,258.989,621.6,Low,One-Way
D010_1,C000168,392.438,1177.3,Medium,None
D010_1,C000169,962.129,2886.4,Medium,None
D010_1,C000170,954.714,2291.3,Low,None
D010_1,C000171,969.907,3724.4,High,None
D010_1,C000172,254.666,611.2,Low,None
D010_1,C000173,382.127,917.1,Low,None
D010_1,C000174,379.066,1455.6,High,None
D010_1,C000175,379.112,909.9,Low,None
D010_1,C000176,250.675,752.0,Medium,None
D010_1,C000177,244.317,586.4,Low,None
D010_1,C000178,247.058,592.9,Low,None
D010_1,C000179,260.922,782.8,Medium,None
D010_1,C000180,256.082,983.4,High,None
D010_1,C000181,944.134,2832.4,Medium,None
D010_1,C000182,260.65,781.9,Medium,No Heavy Trucks
D010_1,C000183,249.712,749.1,Medium,None
D010_1,C000184,382.088,917.0,Low,None
D010_1,C000185,952.016,2284.8,Low,None
D010_1,C000186,379.129,1137.4,Medium,None
D010_1,C000187,258.58,992.9,High,None
D010_1,C000188,964.738,2894.2,Medium,None
D010_1,C000189,393.256,1179.8,Medium,None
D010_1,C000190,970.704,2912.1,Medium,None
D010_1,C000191,261.48,784.4,Medium,None
D010_1,C000192,966.419,2899.3,Medium,None
D010_1,C000193,272.925,818.8,Medium,None
D010_1,C000194,943.4,2830.2,Medium,None
D010_1,C000195,243.539,584.5,Low,One-Way
D010_1,C000196,950.727,2852.2,Medium,None
D010_1,C000197,274.022,657.7,Low,None
D010_1,C000198,961.121,2883.4,Medium,None
D010_1,C000199,955.516,3669.2,High,One-Way
D010_1,C000200,272.077,653.0,Low,No Heavy Trucks
