node_index,node_id,node_type,lat,lon,city,region_id
0,D003_1,depot,16.077212,108.197618,Da Nang,DAN
1,D003_2,depot,16.060789,108.216304,Da Nang,DAN
2,D003_3,depot,16.033741,108.207415,Da Nang,DAN
3,D003_4,depot,16.045567,108.213095,Da Nang,DAN
4,D003_5,depot,16.078932,108.18086,Da Nang,DAN
5,D006_1,depot,12.230194,109.215813,Nha Trang,DAN
6,D006_2,depot,12.227672,109.181863,Nha Trang,DAN
7,D006_3,depot,12.222076,109.201868,Nha Trang,DAN
8,D006_4,depot,12.221575,109.18755,Nha Trang,DAN
9,D006_5,depot,12.269317,109.21612,Nha Trang,DAN
10,D007_1,depot,16.452065,107.570698,Hue,DAN
11,D007_2,depot,16.459179,107.577414,Hue,DAN
12,D007_3,depot,16.477302,107.606399,Hue,DAN
13,D007_4,depot,16.446791,107.585526,Hue,DAN
14,D007_5,depot,16.484996,107.573037,Hue,DAN
15,C027390,customer,15.994354,108.157292,Da Nang,DAN
16,C025776,customer,16.064207,108.123015,Da Nang,DAN
17,C015390,customer,16.04578,108.248116,Da Nang,DAN
18,C042481,customer,16.043036,108.2111,Da Nang,DAN
19,C028365,customer,15.998151,108.229545,Da Nang,DAN
20,C047949,customer,15.991389,108.213632,Da Nang,DAN
21,C005901,customer,16.058302,108.246826,Da Nang,DAN
22,C037410,customer,16.104363,108.162527,Da Nang,DAN
23,C011563,customer,15.989167,108.19271,Da Nang,DAN
24,C048532,customer,16.028537,108.129658,Da Nang,DAN
25,C040660,customer,16.015297,108.139676,Da Nang,DAN
26,C047286,customer,16.105688,108.204429,Da Nang,DAN
27,C047571,customer,16.127003,108.192849,Da Nang,DAN
28,C045785,customer,15.99,108.193338,Da Nang,DAN
29,C047384,customer,16.031548,108.202832,Da Nang,DAN
30,C011349,customer,15.987617,108.264208,Da Nang,DAN
31,C048652,customer,16.049363,108.219525,Da Nang,DAN
32,C026693,customer,16.127701,108.171667,Da Nang,DAN
33,C015303,customer,16.114248,108.199376,Da Nang,DAN
34,C042010,customer,16.063736,108.221805,Da Nang,DAN
35,C024430,customer,16.065424,108.232125,Da Nang,DAN
36,C005079,customer,16.100342,108.258704,Da Nang,DAN
37,C026425,customer,16.061567,108.279422,Da Nang,DAN
38,C047065,customer,15.988386,108.12487,Da Nang,DAN
39,C032771,customer,16.12089,108.205591,Da Nang,DAN
40,C038886,customer,16.111074,108.264384,Da Nang,DAN
41,C025542,customer,16.094878,108.244656,Da Nang,DAN
42,C006273,customer,16.069084,108.273433,Da Nang,DAN
43,C035879,customer,16.095487,108.272088,Da Nang,DAN
44,C047066,customer,16.08473,108.184418,Da Nang,DAN
45,C031988,customer,16.053711,108.277,Da Nang,DAN
46,C013358,customer,16.100232,108.178923,Da Nang,DAN
47,C009875,customer,16.039087,108.220066,Da Nang,DAN
48,C020608,customer,16.097864,108.23184,Da Nang,DAN
49,C000696,customer,15.995265,108.147565,Da Nang,DAN
50,C003313,customer,16.013861,108.267858,Da Nang,DAN
51,C005029,customer,16.039408,108.187271,Da Nang,DAN
52,C001456,customer,16.054278,108.211888,Da Nang,DAN
53,C002071,customer,16.002936,108.174858,Da Nang,DAN
54,C013265,customer,15.985766,108.156028,Da Nang,DAN
55,C043839,customer,16.032749,108.132183,Da Nang,DAN
56,C024370,customer,15.984598,108.144871,Da Nang,DAN
57,C016493,customer,15.994294,108.219649,Da Nang,DAN
58,C035785,customer,16.048219,108.202,Da Nang,DAN
59,C009177,customer,16.117411,108.190255,Da Nang,DAN
60,C019231,customer,16.048448,108.21065,Da Nang,DAN
61,C014647,customer,16.002993,108.253511,Da Nang,DAN
62,C019618,customer,15.995875,108.192031,Da Nang,DAN
63,C048253,customer,16.094638,108.129028,Da Nang,DAN
64,C015274,customer,16.067149,108.21204,Da Nang,DAN
65,C049932,customer,16.096958,108.260437,Da Nang,DAN
66,C030150,customer,16.133023,108.224808,Da Nang,DAN
67,C011104,customer,16.104891,108.165328,Da Nang,DAN
68,C006816,customer,16.049642,108.226374,Da Nang,DAN
69,C005879,customer,15.98531,108.246748,Da Nang,DAN
70,C034221,customer,15.97819,108.243114,Da Nang,DAN
71,C049206,customer,16.030205,108.232396,Da Nang,DAN
72,C032982,customer,16.017012,108.234949,Da Nang,DAN
73,C042469,customer,16.086211,108.181884,Da Nang,DAN
74,C038898,customer,15.990504,108.205492,Da Nang,DAN
75,C020759,customer,15.984618,108.278202,Da Nang,DAN
76,C009988,customer,16.011895,108.152955,Da Nang,DAN
77,C019540,customer,15.980184,108.25772,Da Nang,DAN
78,C038499,customer,16.007638,108.179688,Da Nang,DAN
79,C001876,customer,16.022204,108.190811,Da Nang,DAN
80,C001844,customer,16.130309,108.260791,Da Nang,DAN
81,C047413,customer,16.019895,108.253792,Da Nang,DAN
82,C023530,customer,16.122495,108.209426,Da Nang,DAN
83,C003760,customer,16.077399,108.181297,Da Nang,DAN
84,C012113,customer,16.129381,108.215891,Da Nang,DAN
85,C020987,customer,16.069237,108.260674,Da Nang,DAN
86,C008863,customer,16.104409,108.15172,Da Nang,DAN
87,C034290,customer,16.052163,108.27422,Da Nang,DAN
88,C048156,customer,16.130336,108.182338,Da Nang,DAN
89,C046429,customer,16.032443,108.129879,Da Nang,DAN
90,C000723,customer,15.996865,108.152516,Da Nang,DAN
91,C043212,customer,16.123986,108.131258,Da Nang,DAN
92,C049668,customer,16.030805,108.155903,Da Nang,DAN
93,C041216,customer,16.031231,108.13385,Da Nang,DAN
94,C039652,customer,16.044132,108.206025,Da Nang,DAN
95,C020737,customer,16.000794,108.246581,Da Nang,DAN
96,C002497,customer,16.031389,108.150307,Da Nang,DAN
97,C028129,customer,16.063074,108.181664,Da Nang,DAN
98,C030976,customer,16.07934,108.222563,Da Nang,DAN
99,C043125,customer,16.006948,108.142893,Da Nang,DAN
100,C014340,customer,15.987272,108.210796,Da Nang,DAN
101,C046393,customer,16.10084,108.138964,Da Nang,DAN
102,C012352,customer,16.128722,108.254301,Da Nang,DAN
103,C027836,customer,15.98441,108.279132,Da Nang,DAN
104,C002116,customer,16.009619,108.241675,Da Nang,DAN
105,C000219,customer,16.085534,108.247227,Da Nang,DAN
106,C008995,customer,16.029186,108.137841,Da Nang,DAN
107,C008883,customer,16.024426,108.20167,Da Nang,DAN
108,C023482,customer,16.023052,108.162552,Da Nang,DAN
109,C046059,customer,16.027205,108.169397,Da Nang,DAN
110,C048874,customer,16.02661,108.193019,Da Nang,DAN
111,C028379,customer,16.009276,108.174978,Da Nang,DAN
112,C030224,customer,16.078854,108.245804,Da Nang,DAN
113,C015627,customer,16.038383,108.258269,Da Nang,DAN
114,C048030,customer,16.056724,108.12493,Da Nang,DAN
115,C025633,customer,15.982094,108.160815,Da Nang,DAN
116,C026583,customer,16.009414,108.248643,Da Nang,DAN
117,C035906,customer,16.075305,108.199275,Da Nang,DAN
118,C046128,customer,16.108062,108.181896,Da Nang,DAN
119,C015910,customer,16.032933,108.229227,Da Nang,DAN
120,C000781,customer,15.985461,108.148838,Da Nang,DAN
121,C042676,customer,15.980847,108.242317,Da Nang,DAN
122,C019063,customer,15.991401,108.214551,Da Nang,DAN
123,C044720,customer,16.002959,108.143794,Da Nang,DAN
124,C049375,customer,16.097256,108.166853,Da Nang,DAN
125,C040597,customer,16.038374,108.144526,Da Nang,DAN
126,C023965,customer,16.100644,108.276667,Da Nang,DAN
127,C032610,customer,16.05822,108.24687,Da Nang,DAN
128,C014595,customer,15.996207,108.167212,Da Nang,DAN
129,C041889,customer,15.994917,108.207707,Da Nang,DAN
130,C028285,customer,15.992936,108.187421,Da Nang,DAN
131,C004646,customer,16.111254,108.146854,Da Nang,DAN
132,C025881,customer,16.044544,108.128653,Da Nang,DAN
133,C024163,customer,15.986051,108.259409,Da Nang,DAN
134,C013685,customer,16.119272,108.221696,Da Nang,DAN
135,C021861,customer,16.027208,108.129825,Da Nang,DAN
136,C038148,customer,15.986061,108.275761,Da Nang,DAN
137,C021066,customer,16.053613,108.212669,Da Nang,DAN
138,C021397,customer,16.027271,108.125653,Da Nang,DAN
139,C034821,customer,15.992626,108.243071,Da Nang,DAN
140,C003158,customer,16.022061,108.257461,Da Nang,DAN
141,C001366,customer,16.089628,108.224534,Da Nang,DAN
142,C001760,customer,16.114209,108.161272,Da Nang,DAN
143,C030388,customer,16.065038,108.166854,Da Nang,DAN
144,C023720,customer,16.133875,108.261677,Da Nang,DAN
145,C001413,customer,16.127838,108.270507,Da Nang,DAN
146,C000292,customer,16.044424,108.139764,Da Nang,DAN
147,C019730,customer,16.049353,108.196701,Da Nang,DAN
148,C032353,customer,16.055924,108.17089,Da Nang,DAN
149,C002823,customer,16.101591,108.150983,Da Nang,DAN
150,C041059,customer,15.989197,108.247334,Da Nang,DAN
151,C012694,customer,16.108312,108.265062,Da Nang,DAN
152,C023897,customer,16.04011,108.153499,Da Nang,DAN
153,C032008,customer,16.132572,108.227255,Da Nang,DAN
154,C031030,customer,16.055644,108.265301,Da Nang,DAN
155,C037703,customer,16.086448,108.14028,Da Nang,DAN
156,C042593,customer,16.067659,108.21265,Da Nang,DAN
157,C041508,customer,16.082075,108.154336,Da Nang,DAN
158,C013791,customer,16.02652,108.209038,Da Nang,DAN
159,C040830,customer,16.076374,108.149535,Da Nang,DAN
160,C005219,customer,15.998126,108.146136,Da Nang,DAN
161,C023880,customer,16.076264,108.123825,Da Nang,DAN
162,C032879,customer,16.124564,108.239284,Da Nang,DAN
163,C038493,customer,15.990689,108.187759,Da Nang,DAN
164,C012258,customer,16.056009,108.155701,Da Nang,DAN
165,C000700,customer,16.081049,108.127386,Da Nang,DAN
166,C034423,customer,16.126108,108.221194,Da Nang,DAN
167,C030776,customer,16.034928,108.182953,Da Nang,DAN
168,C019928,customer,16.10853,108.278476,Da Nang,DAN
169,C035225,customer,16.07237,108.152751,Da Nang,DAN
170,C004529,customer,16.000314,108.16909,Da Nang,DAN
171,C023068,customer,16.032298,108.254175,Da Nang,DAN
172,C016450,customer,16.097076,108.238214,Da Nang,DAN
173,C037762,customer,16.088952,108.257674,Da Nang,DAN
174,C025614,customer,16.058904,108.20311,Da Nang,DAN
175,C030125,customer,16.000253,108.218273,Da Nang,DAN
176,C033327,customer,16.063242,108.167748,Da Nang,DAN
177,C001373,customer,16.018458,108.200649,Da Nang,DAN
178,C047890,customer,16.01035,108.138586,Da Nang,DAN
179,C035664,customer,15.99281,108.18701,Da Nang,DAN
180,C020527,customer,16.066423,108.132811,Da Nang,DAN
181,C049530,customer,16.075425,108.227934,Da Nang,DAN
182,C017292,customer,16.099283,108.274976,Da Nang,DAN
183,C038356,customer,15.999263,108.244374,Da Nang,DAN
184,C047826,customer,16.117979,108.151892,Da Nang,DAN
185,C035763,customer,16.061698,108.200244,Da Nang,DAN
186,C002599,customer,16.050024,108.266366,Da Nang,DAN
187,C008464,customer,16.123904,108.180174,Da Nang,DAN
188,C017133,customer,16.025042,108.150795,Da Nang,DAN
189,C027838,customer,15.998046,108.211758,Da Nang,DAN
190,C048853,customer,16.073788,108.247052,Da Nang,DAN
191,C007623,customer,16.000832,108.192854,Da Nang,DAN
192,C019066,customer,16.122374,108.136978,Da Nang,DAN
193,C019995,customer,16.09521,108.145686,Da Nang,DAN
