Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D001_2,C000001,1141.319,3890.9,Medium,None
D001_2,C000002,7.079,19.3,Low,None
D001_2,C000003,9.58,32.7,Medium,None
D001_2,C000004,1146.879,3127.9,Low,None
D001_2,C000005,1146.713,3909.2,Medium,None
D001_2,C000006,4.755,16.2,Medium,None
D001_2,C000007,134.674,367.3,Low,None
D001_2,C000008,1135.593,3097.1,Low,None
D001_2,C000009,1146.802,3127.6,Low,One-Way
D001_2,C000010,20.087,54.8,Low,None
D001_2,C000011,2.319,7.9,Medium,None
D001_2,C000012,1142.536,3895.0,Medium,None
D001_2,C000013,10.223,44.6,High,None
D001_2,C000014,10.827,36.9,Medium,No Heavy Trucks
D001_2,C000015,11.586,31.6,Low,None
D001_2,C000016,1143.126,3117.6,Low,One-Way
D001_2,C000017,10.496,35.8,Medium,No Heavy Trucks
D001_2,C000018,6.8,23.2,Medium,None
D001_2,C000019,1156.55,3942.8,Medium,None
D001_2,C000020,1144.305,3120.8,Low,None
D001_2,C000021,1133.503,3864.2,Medium,None
D001_2,C000022,602.638,2054.4,Medium,None
D001_2,C000023,1153.184,3931.3,Medium,None
D001_2,C000024,1137.154,3101.3,Low,None
D001_2,C000025,1140.286,3887.3,Medium,None
D001_2,C000026,8.617,29.4,Medium,None
D001_2,C000027,9.257,31.6,Medium,None
D001_2,C000028,6.039,16.5,Low,No Heavy Trucks
D001_2,C000029,11.278,38.4,Medium,None
D001_2,C000030,1138.085,3879.8,Medium,None
D001_2,C000031,6.051,26.4,High,None
D001_2,C000032,1.451,4.0,Low,None
D001_2,C000033,10.418,28.4,Low,None
D001_2,C000034,1149.868,5017.6,High,None
D001_2,C000035,8.279,36.1,High,None
D001_2,C000036,6.037,20.6,Medium,None
D001_2,C000037,15.967,69.7,High,None
D001_2,C000038,614.534,2681.6,High,No Heavy Trucks
D001_2,C000039,129.69,442.1,Medium,None
D001_2,C000040,1131.281,4936.5,High,None
D001_2,C000041,1141.852,3114.1,Low,None
D001_2,C000042,14.469,63.1,High,None
D001_2,C000043,12.728,34.7,Low,None
D001_2,C000044,14.142,48.2,Medium,None
D001_2,C000045,610.244,2080.4,Medium,None
D001_2,C000046,8.757,29.9,Medium,None
D001_2,C000047,1137.681,3102.8,Low,None
D001_2,C000048,129.875,354.2,Low,None
D001_2,C000049,1148.513,3132.3,Low,None
D001_2,C000050,1135.167,3095.9,Low,None
D001_2,C000051,12.342,42.1,Medium,None
D001_2,C000052,610.78,2082.2,Medium,No Heavy Trucks
D001_2,C000053,1136.422,4958.9,High,None
D001_2,C000054,1137.625,3878.3,Medium,None
D001_2,C000055,5.013,17.1,Medium,None
D001_2,C000056,19.138,65.2,Medium,None
D001_2,C000057,9.827,33.5,Medium,None
D001_2,C000058,1132.839,3089.6,Low,None
D001_2,C000059,614.396,2094.5,Medium,None
D001_2,C000060,1158.028,5053.2,High,None
D001_2,C000061,1148.147,5010.1,High,None
D001_2,C000062,1151.183,3924.5,Medium,None
D001_2,C000063,1136.482,4959.2,High,None
D001_2,C000064,1145.645,4999.2,High,None
D001_2,C000065,616.383,2101.3,Medium,None
