Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D002_3,C000001,6.255,23.5,Medium,One-Way
D002_3,C000002,1149.21,4309.5,Medium,None
D002_3,C000003,1141.238,3423.7,Low,None
D002_3,C000004,7.33,27.5,Medium,None
D002_3,C000005,6.042,18.1,Low,None
D002_3,C000006,1145.233,4294.6,Medium,None
D002_3,C000007,1219.627,4573.6,Medium,None
D002_3,C000008,9.214,34.6,Medium,None
D002_3,C000009,9.272,34.8,Medium,None
D002_3,C000010,1130.209,3390.6,Low,None
D002_3,C000011,1145.414,5498.0,High,None
D002_3,C000012,9.897,37.1,Medium,No Heavy Trucks
D002_3,C000013,1145.028,5496.1,High,One-Way
D002_3,C000014,1149.597,5518.1,High,None
D002_3,C000015,1147.849,4304.4,Medium,None
D002_3,C000016,1.044,3.9,Medium,None
D002_3,C000017,1133.977,5443.1,High,None
D002_3,C000018,1145.556,4295.8,Medium,None
D002_3,C000019,19.986,95.9,High,None
D002_3,C000020,10.266,30.8,Low,None
D002_3,C000021,9.687,36.3,Medium,None
D002_3,C000022,607.828,2279.4,Medium,None
D002_3,C000023,17.265,64.7,Medium,One-Way
D002_3,C000024,14.315,42.9,Low,None
D002_3,C000025,5.855,28.1,High,None
D002_3,C000026,1135.187,5448.9,High,None
D002_3,C000027,1143.302,4287.4,Medium,One-Way
D002_3,C000028,1148.358,4306.3,Medium,None
D002_3,C000029,1149.171,4309.4,Medium,None
D002_3,C000030,9.752,36.6,Medium,None
D002_3,C000031,1148.326,5512.0,High,None
D002_3,C000032,1144.238,5492.3,High,None
D002_3,C000033,1152.879,5533.8,High,None
D002_3,C000034,11.819,44.3,Medium,One-Way
D002_3,C000035,1135.275,5449.3,High,One-Way
D002_3,C000036,1147.625,5508.6,High,None
D002_3,C000037,1138.729,3416.2,Low,None
D002_3,C000038,600.272,2251.0,Medium,None
D002_3,C000039,1215.535,5834.6,High,No Heavy Trucks
D002_3,C000040,14.234,53.4,Medium,None
D002_3,C000041,3.582,10.7,Low,None
D002_3,C000042,1154.03,4327.6,Medium,None
D002_3,C000043,1141.752,3425.3,Low,One-Way
D002_3,C000044,1132.167,5434.4,High,None
D002_3,C000045,601.749,2256.6,Medium,None
D002_3,C000046,1147.559,5508.3,High,None
D002_3,C000047,9.964,37.4,Medium,None
D002_3,C000048,1222.835,5869.6,High,None
D002_3,C000049,5.61,21.0,Medium,None
D002_3,C000050,12.584,47.2,Medium,None
D002_3,C000051,1154.65,4329.9,Medium,None
D002_3,C000052,600.252,2250.9,Medium,One-Way
D002_3,C000053,9.383,35.2,Medium,None
D002_3,C000054,8.551,25.7,Low,None
D002_3,C000055,1138.26,4268.5,Medium,None
D002_3,C000056,1132.08,4245.3,Medium,None
D002_3,C000057,1152.702,3458.1,Low,None
D002_3,C000058,15.596,58.5,Medium,No Heavy Trucks
D002_3,C000059,606.036,2272.6,Medium,None
D002_3,C000060,14.975,44.9,Low,None
D002_3,C000061,7.59,36.4,High,None
D002_3,C000062,12.783,61.4,High,None
D002_3,C000063,6.78,32.5,High,None
D002_3,C000064,4.82,18.1,Medium,None
D002_3,C000065,597.554,2240.8,Medium,None
D002_3,C000066,1137.068,4264.0,Medium,None
D002_3,C000067,4.11,12.3,Low,None
D002_3,C000068,1134.462,3403.4,Low,None
D002_3,C000069,1131.086,4241.6,Medium,None
D002_3,C000070,14.505,54.4,Medium,None
D002_3,C000071,1140.897,3422.7,Low,None
D002_3,C000072,612.303,2939.1,High,None
D002_3,C000073,8.063,30.2,Medium,None
D002_3,C000074,11.231,42.1,Medium,None
D002_3,C000075,1133.753,5442.0,High,None
D002_3,C000076,14.714,70.6,High,One-Way
D002_3,C000077,6.28,23.6,Medium,None
D002_3,C000078,1141.197,4279.5,Medium,No Heavy Trucks
D002_3,C000079,1145.283,5497.4,High,No Heavy Trucks
D002_3,C000080,13.066,49.0,Medium,None
D002_3,C000081,1152.181,4320.7,Medium,None
D002_3,C000082,5.029,18.9,Medium,None
D002_3,C000083,13.629,51.1,Medium,One-Way
D002_3,C000084,1152.684,3458.1,Low,None
D002_3,C000085,1221.627,4581.1,Medium,None
D002_3,C000086,611.07,2291.5,Medium,None
D002_3,C000087,1153.49,4325.6,Medium,None
D002_3,C000088,1139.141,4271.8,Medium,None
D002_3,C000089,1131.543,4243.3,Medium,None
D002_3,C000090,1149.997,5520.0,High,None
D002_3,C000091,5.534,16.6,Low,One-Way
D002_3,C000092,1222.77,3668.3,Low,None
D002_3,C000093,1148.303,4306.1,Medium,None
D002_3,C000094,10.254,49.2,High,None
D002_3,C000095,14.474,54.3,Medium,One-Way
D002_3,C000096,13.864,52.0,Medium,No Heavy Trucks
D002_3,C000097,1154.731,4330.2,Medium,None
D002_3,C000098,1143.825,5490.4,High,None
D002_3,C000099,1146.489,4299.3,Medium,None
D002_3,C000100,1135.937,4259.8,Medium,None
D002_3,C000101,10.08,48.4,High,One-Way
D002_3,C000102,2.223,10.7,High,None
D002_3,C000103,1129.792,3389.4,Low,None
D002_3,C000104,1153.658,4326.2,Medium,None
D002_3,C000105,1152.743,4322.8,Medium,None
D002_3,C000106,5.374,16.1,Low,None
D002_3,C000107,603.804,2264.3,Medium,None
D002_3,C000108,13.487,64.7,High,One-Way
D002_3,C000109,605.977,2908.7,High,None
D002_3,C000110,1135.826,4259.3,Medium,None
D002_3,C000111,1154.957,4331.1,Medium,None
D002_3,C000112,1150.65,4314.9,Medium,One-Way
D002_3,C000113,1141.388,4280.2,Medium,None
D002_3,C000114,610.251,1830.8,Low,None
D002_3,C000115,1148.078,4305.3,Medium,None
D002_3,C000116,19.816,74.3,Medium,None
D002_3,C000117,10.877,32.6,Low,None
D002_3,C000118,16.412,61.5,Medium,No Heavy Trucks
D002_3,C000119,1138.498,5464.8,High,None
D002_3,C000120,1217.867,5845.8,High,None
D002_3,C000121,607.868,2279.5,Medium,None
D002_3,C000122,1132.633,5436.6,High,None
D002_3,C000123,1150.604,4314.8,Medium,No Heavy Trucks
D002_3,C000124,14.459,54.2,Medium,None
D002_3,C000125,610.887,1832.7,Low,None
D002_3,C000126,1221.142,5861.5,High,None
D002_3,C000127,1142.209,4283.3,Medium,None
D002_3,C000128,4.08,15.3,Medium,None
D002_3,C000129,609.326,2285.0,Medium,None
D002_3,C000130,1131.241,4242.2,Medium,None
D002_3,C000131,10.781,51.7,High,None
D002_3,C000132,1148.449,4306.7,Medium,None
D002_3,C000133,7.756,23.3,Low,None
D002_3,C000134,614.189,2948.1,High,None
D002_3,C000135,1225.915,4597.2,Medium,None
D002_3,C000136,1148.966,4308.6,Medium,None
D002_3,C000137,1136.38,4261.4,Medium,None
D002_3,C000138,1133.214,5439.4,High,None
D002_3,C000139,12.961,38.9,Low,None
