Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D001_3,C000001,1137.763,3103.0,Low,One-Way
D001_3,C000002,11.231,49.0,High,None
D001_3,C000003,11.602,39.6,Medium,None
D001_3,C000004,1143.3,4988.9,High,None
D001_3,C000005,1143.155,3117.7,Low,One-Way
D001_3,C000006,6.014,16.4,Low,None
D001_3,C000007,138.374,471.7,Medium,One-Way
D001_3,C000008,1132.016,4939.7,High,One-Way
D001_3,C000009,1143.219,3897.3,Medium,None
D001_3,C000010,16.206,55.2,Medium,None
D001_3,C000011,5.979,20.4,Medium,One-Way
D001_3,C000012,1138.95,3106.2,Low,None
D001_3,C000013,9.585,32.7,Medium,One-Way
D001_3,C000014,11.952,40.7,Medium,No Heavy Trucks
D001_3,C000015,15.15,66.1,High,No Heavy Trucks
D001_3,C000016,1139.557,4972.6,High,None
D001_3,C000017,6.349,21.6,Medium,None
D001_3,C000018,7.293,31.8,High,One-Way
D001_3,C000019,1152.955,3930.5,Medium,No Heavy Trucks
D001_3,C000020,1140.719,3111.1,Low,No Heavy Trucks
D001_3,C000021,1129.935,3852.1,Medium,None
D001_3,C000022,598.568,2611.9,High,None
D001_3,C000023,1149.591,3135.2,Low,None
D001_3,C000024,1133.563,3864.4,Medium,None
D001_3,C000025,1136.709,3875.1,Medium,None
D001_3,C000026,4.563,15.6,Medium,None
D001_3,C000027,8.013,27.3,Medium,None
D001_3,C000028,8.793,30.0,Medium,None
D001_3,C000029,12.091,33.0,Low,None
D001_3,C000030,1134.534,3867.7,Medium,None
D001_3,C000031,8.77,29.9,Medium,None
D001_3,C000032,4.754,16.2,Medium,One-Way
D001_3,C000033,13.365,36.4,Low,None
D001_3,C000034,1146.319,3907.9,Medium,None
D001_3,C000035,6.291,21.4,Medium,None
D001_3,C000036,8.24,28.1,Medium,None
D001_3,C000037,13.218,57.7,High,None
D001_3,C000038,610.46,2081.1,Medium,None
D001_3,C000039,133.371,454.7,Medium,None
D001_3,C000040,1127.699,3844.4,Medium,None
D001_3,C000041,1138.291,3880.5,Medium,None
D001_3,C000042,16.213,55.3,Medium,None
D001_3,C000043,10.718,36.5,Medium,None
D001_3,C000044,10.045,43.8,High,None
D001_3,C000045,606.175,2066.5,Medium,One-Way
D001_3,C000046,12.539,42.7,Medium,None
D001_3,C000047,1134.099,4948.8,High,None
D001_3,C000048,133.68,455.7,Medium,None
D001_3,C000049,1144.95,3122.6,Low,None
D001_3,C000050,1131.618,3857.8,Medium,None
D001_3,C000051,16.457,71.8,High,No Heavy Trucks
D001_3,C000052,606.712,2068.3,Medium,None
D001_3,C000053,1132.843,3862.0,Medium,None
D001_3,C000054,1134.07,4948.7,High,None
D001_3,C000055,3.332,14.5,High,None
D001_3,C000056,15.416,67.3,High,None
D001_3,C000057,13.863,47.3,Medium,None
D001_3,C000058,1129.25,4927.6,High,None
D001_3,C000059,610.311,2663.2,High,One-Way
D001_3,C000060,1154.465,5037.7,High,None
D001_3,C000061,1144.591,3902.0,Medium,One-Way
D001_3,C000062,1147.635,3129.9,Low,None
D001_3,C000063,1132.913,4943.6,High,None
D001_3,C000064,1142.07,3893.4,Medium,None
D001_3,C000065,612.312,2671.9,High,None
D001_3,C000066,10.367,35.3,Medium,None
D001_3,C000067,1135.585,4955.3,High,None
D001_3,C000068,10.845,47.3,High,None
D001_3,C000069,15.6,68.1,High,None
D001_3,C000070,1145.923,5000.4,High,No Heavy Trucks
D001_3,C000071,4.55,12.4,Low,None
D001_3,C000072,603.305,2056.7,Medium,No Heavy Trucks
D001_3,C000073,1134.668,3868.2,Medium,None
D001_3,C000074,1132.781,4943.0,High,None
D001_3,C000075,10.725,46.8,High,None
D001_3,C000076,1151.574,3925.8,Medium,None
D001_3,C000077,1133.628,3091.7,Low,None
D001_3,C000078,7.167,24.4,Medium,None
D001_3,C000079,7.791,34.0,High,None
D001_3,C000080,1146.897,3909.9,Medium,None
D001_3,C000081,12.674,34.6,Low,None
D001_3,C000082,1141.98,3893.1,Medium,None
D001_3,C000083,1152.771,3929.9,Medium,None
D001_3,C000084,17.187,58.6,Medium,None
D001_3,C000085,135.633,591.9,High,None
D001_3,C000086,601.741,2051.4,Medium,No Heavy Trucks
D001_3,C000087,14.461,49.3,Medium,None
D001_3,C000088,7.7,21.0,Low,None
D001_3,C000089,8.374,22.8,Low,None
D001_3,C000090,13.147,35.9,Low,None
D001_3,C000091,1140.39,3887.7,Medium,None
D001_3,C000092,140.293,612.2,High,No Heavy Trucks
D001_3,C000093,10.145,44.3,High,None
D001_3,C000094,1133.019,3862.6,Medium,None
D001_3,C000095,1128.531,4924.5,High,None
D001_3,C000096,1151.434,3925.3,Medium,None
D001_3,C000097,19.283,52.6,Low,None
D001_3,C000098,4.227,14.4,Medium,None
D001_3,C000099,9.723,42.4,High,None
D001_3,C000100,8.627,37.6,High,None
D001_3,C000101,1148.887,3133.3,Low,None
D001_3,C000102,1141.841,3892.6,Medium,None
D001_3,C000103,9.829,33.5,Medium,None
D001_3,C000104,18.661,50.9,Low,None
D001_3,C000105,13.191,57.6,High,None
D001_3,C000106,1139.115,3883.3,Medium,None
D001_3,C000107,607.562,2071.2,Medium,None
D001_3,C000108,1150.941,5022.3,High,None
D001_3,C000109,603.479,1645.9,Low,None
D001_3,C000110,11.443,49.9,High,One-Way
D001_3,C000111,18.824,64.2,Medium,None
D001_3,C000112,13.185,44.9,Medium,None
D001_3,C000113,11.797,32.2,Low,None
D001_3,C000114,604.888,2062.1,Medium,None
D001_3,C000115,8.926,38.9,High,None
D001_3,C000116,1152.685,3929.6,Medium,None
D001_3,C000117,1131.297,3856.7,Medium,One-Way
D001_3,C000118,1127.832,3844.9,Medium,None
D001_3,C000119,6.048,20.6,Medium,None
D001_3,C000120,131.369,573.2,High,None
D001_3,C000121,608.418,2074.2,Medium,One-Way
D001_3,C000122,8.993,30.7,Medium,None
D001_3,C000123,12.845,56.1,High,No Heavy Trucks
D001_3,C000124,1129.996,3852.3,Medium,None
D001_3,C000125,605.238,2063.3,Medium,None
D001_3,C000126,134.054,457.0,Medium,One-Way
D001_3,C000127,4.881,16.6,Medium,No Heavy Trucks
D001_3,C000128,1143.51,3898.3,Medium,None
D001_3,C000129,597.031,2605.2,High,One-Way
D001_3,C000130,10.503,28.6,Low,One-Way
D001_3,C000131,1134.219,3093.3,Low,None
D001_3,C000132,13.915,47.4,Medium,None
D001_3,C000133,1147.121,3910.6,Medium,None
D001_3,C000134,600.655,2047.7,Medium,None
D001_3,C000135,139.485,475.5,Medium,None
D001_3,C000136,15.483,42.2,Low,None
D001_3,C000137,3.289,11.2,Medium,No Heavy Trucks
D001_3,C000138,8.924,38.9,High,None
D001_3,C000139,1128.38,4923.8,High,No Heavy Trucks
D001_3,C000140,1130.687,3083.7,Low,None
D001_3,C000141,17.314,59.0,Medium,None
D001_3,C000142,14.499,49.4,Medium,None
D001_3,C000143,129.917,442.9,Medium,None
D001_3,C000144,1129.943,4930.7,High,None
D001_3,C000145,1150.054,3920.6,Medium,None
D001_3,C000146,1145.295,3904.4,Medium,None
D001_3,C000147,1138.311,3104.5,Low,None
D001_3,C000148,15.912,54.2,Medium,None
D001_3,C000149,1128.932,3848.6,Medium,None
D001_3,C000150,610.315,1664.5,Low,One-Way
D001_3,C000151,14.925,50.9,Medium,One-Way
D001_3,C000152,1135.921,3872.5,Medium,No Heavy Trucks
D001_3,C000153,6.371,21.7,Medium,None
