Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D001_5,C000001,1139.975,3886.3,Medium,None
D001_5,C000002,10.371,35.4,Medium,None
D001_5,C000003,12.938,56.5,High,None
D001_5,C000004,1145.496,3124.1,Low,None
D001_5,C000005,1145.366,3904.7,Medium,None
D001_5,C000006,3.487,9.5,Low,None
D001_5,C000007,138.414,471.9,Medium,None
D001_5,C000008,1134.213,4949.3,High,None
D001_5,C000009,1145.413,4998.2,High,None
D001_5,C000010,16.549,72.2,High,One-Way
D001_5,C000011,4.62,20.2,High,One-Way
D001_5,C000012,1141.142,4979.5,High,None
D001_5,C000013,7.241,24.7,Medium,None
D001_5,C000014,9.328,25.4,Low,No Heavy Trucks
D001_5,C000015,15.39,42.0,Low,None
D001_5,C000016,1141.76,4982.2,High,None
D001_5,C000017,7.988,27.2,Medium,None
D001_5,C000018,4.673,12.7,Low,No Heavy Trucks
D001_5,C000019,1155.141,3938.0,Medium,None
D001_5,C000020,1142.91,3896.3,Medium,None
D001_5,C000021,1132.139,4940.2,High,None
D001_5,C000022,600.178,2619.0,High,None
D001_5,C000023,1151.777,3926.5,Medium,None
D001_5,C000024,1135.751,3871.9,Medium,One-Way
D001_5,C000025,1138.907,3882.6,Medium,None
D001_5,C000026,6.647,22.7,Medium,None
D001_5,C000027,5.885,20.1,Medium,None
D001_5,C000028,6.549,22.3,Medium,None
D001_5,C000029,9.48,41.4,High,None
D001_5,C000030,1136.748,3875.3,Medium,None
D001_5,C000031,6.512,22.2,Medium,None
D001_5,C000032,3.515,12.0,Medium,One-Way
D001_5,C000033,11.057,37.7,Medium,None
D001_5,C000034,1148.536,5011.8,High,None
D001_5,C000035,8.866,38.7,High,None
D001_5,C000036,5.824,19.9,Medium,None
D001_5,C000037,12.177,33.2,Low,None
D001_5,C000038,612.06,2086.6,Medium,No Heavy Trucks
D001_5,C000039,133.438,582.3,High,None
D001_5,C000040,1129.894,4930.4,High,None
D001_5,C000041,1140.5,3888.1,Medium,None
D001_5,C000042,13.603,59.4,High,None
D001_5,C000043,9.088,24.8,Low,None
D001_5,C000044,11.026,37.6,Medium,None
D001_5,C000045,607.785,2072.0,Medium,One-Way
D001_5,C000046,12.532,42.7,Medium,None
D001_5,C000047,1136.292,4958.4,High,None
D001_5,C000048,133.567,582.8,High,None
D001_5,C000049,1147.156,5005.8,High,One-Way
D001_5,C000050,1133.834,3865.3,Medium,None
D001_5,C000051,15.193,51.8,Medium,None
D001_5,C000052,608.329,2654.5,High,None
D001_5,C000053,1135.039,3095.6,Low,None
D001_5,C000054,1136.283,3873.7,Medium,None
D001_5,C000055,5.715,19.5,Medium,None
D001_5,C000056,15.489,52.8,Medium,None
D001_5,C000057,12.435,42.4,Medium,One-Way
D001_5,C000058,1131.439,4937.2,High,None
D001_5,C000059,611.882,1668.8,Low,None
D001_5,C000060,1156.672,5047.3,High,No Heavy Trucks
D001_5,C000061,1146.802,3909.6,Medium,None
D001_5,C000062,1149.851,3919.9,Medium,None
D001_5,C000063,1135.116,3869.7,Medium,None
D001_5,C000064,1144.269,4993.2,High,None
D001_5,C000065,613.919,2092.9,Medium,None
D001_5,C000066,12.426,42.4,Medium,One-Way
D001_5,C000067,1137.79,3878.8,Medium,None
D001_5,C000068,10.967,47.9,High,None
D001_5,C000069,15.846,54.0,Medium,None
D001_5,C000070,1148.111,3914.0,Medium,None
D001_5,C000071,5.87,25.6,High,None
D001_5,C000072,604.871,2062.1,Medium,None
D001_5,C000073,1136.864,3875.7,Medium,None
D001_5,C000074,1134.997,3095.4,Low,None
D001_5,C000075,13.17,57.5,High,No Heavy Trucks
D001_5,C000076,1153.789,3933.4,Medium,No Heavy Trucks
D001_5,C000077,1135.835,4956.4,High,None
D001_5,C000078,8.447,28.8,Medium,One-Way
D001_5,C000079,7.615,26.0,Medium,No Heavy Trucks
D001_5,C000080,1149.087,3917.3,Medium,One-Way
D001_5,C000081,10.816,47.2,High,None
D001_5,C000082,1144.179,3120.5,Low,One-Way
D001_5,C000083,1154.97,3937.4,Medium,None
D001_5,C000084,14.592,49.7,Medium,No Heavy Trucks
D001_5,C000085,135.583,369.8,Low,None
D001_5,C000086,603.319,1645.4,Low,None
D001_5,C000087,11.965,40.8,Medium,None
D001_5,C000088,6.819,29.8,High,None
D001_5,C000089,10.312,45.0,High,None
D001_5,C000090,10.535,28.7,Low,None
D001_5,C000091,1142.601,3895.2,Medium,None
D001_5,C000092,140.286,478.2,Medium,No Heavy Trucks
D001_5,C000093,7.522,25.6,Medium,None
D001_5,C000094,1135.233,3870.1,Medium,None
D001_5,C000095,1130.724,3854.7,Medium,None
D001_5,C000096,1153.648,3932.9,Medium,One-Way
D001_5,C000097,18.622,63.5,Medium,No Heavy Trucks
D001_5,C000098,2.732,9.3,Medium,None
D001_5,C000099,9.535,32.5,Medium,None
D001_5,C000100,8.687,29.6,Medium,None
D001_5,C000101,1151.096,3924.2,Medium,No Heavy Trucks
D001_5,C000102,1144.045,3900.2,Medium,None
D001_5,C000103,12.098,33.0,Low,None
D001_5,C000104,18.134,49.5,Low,No Heavy Trucks
D001_5,C000105,10.918,47.6,High,None
D001_5,C000106,1141.313,3890.8,Medium,None
D001_5,C000107,609.155,2076.7,Medium,None
D001_5,C000108,1153.136,3931.1,Medium,One-Way
D001_5,C000109,605.078,2062.8,Medium,None
D001_5,C000110,13.62,59.4,High,None
D001_5,C000111,16.204,70.7,High,None
D001_5,C000112,12.366,33.7,Low,None
D001_5,C000113,10.259,35.0,Medium,None
D001_5,C000114,606.458,2067.5,Medium,None
D001_5,C000115,6.414,21.9,Medium,None
D001_5,C000116,1154.871,3937.1,Medium,No Heavy Trucks
D001_5,C000117,1133.51,4946.2,High,None
D001_5,C000118,1130.022,3852.3,Medium,None
D001_5,C000119,5.617,19.1,Medium,None
D001_5,C000120,131.346,447.8,Medium,None
D001_5,C000121,609.987,1663.6,Low,None
D001_5,C000122,10.125,27.6,Low,None
D001_5,C000123,10.222,27.9,Low,One-Way
D001_5,C000124,1132.214,3859.8,Medium,None
D001_5,C000125,606.803,1654.9,Low,None
D001_5,C000126,133.99,456.8,Medium,One-Way
