Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D002_2,C000001,8.206,24.6,Low,None
D002_2,C000002,1153.059,5534.7,High,No Heavy Trucks
D002_2,C000003,1145.086,4294.1,Medium,No Heavy Trucks
D002_2,C000004,6.438,24.1,Medium,None
D002_2,C000005,4.832,18.1,Medium,None
D002_2,C000006,1149.082,4309.1,Medium,None
D002_2,C000007,1223.45,4587.9,Medium,None
D002_2,C000008,12.619,47.3,Medium,None
D002_2,C000009,8.648,41.5,High,None
D002_2,C000010,1134.059,4252.7,Medium,None
D002_2,C000011,1149.262,4309.7,Medium,None
D002_2,C000012,10.952,32.9,Low,One-Way
D002_2,C000013,1148.877,5514.6,High,One-Way
D002_2,C000014,1153.446,3460.3,Low,None
D002_2,C000015,1151.696,4318.9,Medium,None
D002_2,C000016,4.072,15.3,Medium,None
D002_2,C000017,1137.827,3413.5,Low,One-Way
D002_2,C000018,1149.405,5517.1,High,None
D002_2,C000019,17.746,66.5,Medium,None
D002_2,C000020,10.67,51.2,High,None
D002_2,C000021,13.537,50.8,Medium,No Heavy Trucks
D002_2,C000022,611.495,2293.1,Medium,None
D002_2,C000023,15.467,58.0,Medium,None
D002_2,C000024,16.406,78.7,High,None
D002_2,C000025,8.513,31.9,Medium,None
D002_2,C000026,1139.036,3417.1,Low,None
D002_2,C000027,1147.152,4301.8,Medium,None
D002_2,C000028,1152.207,4320.8,Medium,None
D002_2,C000029,1153.02,3459.1,Low,No Heavy Trucks
D002_2,C000030,12.161,36.5,Low,None
D002_2,C000031,1152.175,5530.4,High,None
D002_2,C000032,1148.087,3444.3,Low,None
D002_2,C000033,1156.728,5552.3,High,One-Way
D002_2,C000034,10.079,37.8,Medium,No Heavy Trucks
D002_2,C000035,1139.123,5467.8,High,None
D002_2,C000036,1151.474,5527.1,High,None
D002_2,C000037,1142.578,4284.7,Medium,None
D002_2,C000038,603.921,2264.7,Medium,None
D002_2,C000039,1219.359,3658.1,Low,None
D002_2,C000040,17.627,66.1,Medium,None
D002_2,C000041,6.111,22.9,Medium,None
D002_2,C000042,1157.88,3473.6,Low,None
D002_2,C000043,1145.601,4296.0,Medium,None
D002_2,C000044,1136.016,5452.9,High,No Heavy Trucks
D002_2,C000045,605.407,2906.0,High,None
D002_2,C000046,1151.407,4317.8,Medium,None
D002_2,C000047,12.58,47.2,Medium,None
D002_2,C000048,1226.661,4600.0,Medium,None
D002_2,C000049,2.232,10.7,High,None
D002_2,C000050,15.279,45.8,Low,None
D002_2,C000051,1158.498,4344.4,Medium,None
D002_2,C000052,603.913,2264.7,Medium,None
D002_2,C000053,12.502,37.5,Low,None
D002_2,C000054,11.389,42.7,Medium,None
D002_2,C000055,1142.109,3426.3,Low,None
D002_2,C000056,1135.93,4259.7,Medium,One-Way
D002_2,C000057,1156.55,4337.1,Medium,No Heavy Trucks
D002_2,C000058,18.448,55.3,Low,None
D002_2,C000059,609.671,1829.0,Low,None
D002_2,C000060,11.156,53.6,High,None
D002_2,C000061,5.769,21.6,Medium,None
D002_2,C000062,10.73,32.2,Low,One-Way
D002_2,C000063,10.611,50.9,High,None
D002_2,C000064,4.468,16.8,Medium,None
D002_2,C000065,601.203,2254.5,Medium,None
D002_2,C000066,1140.916,4278.4,Medium,None
D002_2,C000067,7.915,29.7,Medium,None
D002_2,C000068,1138.311,4268.7,Medium,None
D002_2,C000069,1134.936,4256.0,Medium,None
D002_2,C000070,13.399,64.3,High,One-Way
D002_2,C000071,1144.746,4292.8,Medium,None
D002_2,C000072,615.944,2956.5,High,None
D002_2,C000073,10.917,32.8,Low,None
D002_2,C000074,13.869,52.0,Medium,None
D002_2,C000075,1137.601,3412.8,Low,None
D002_2,C000076,11.75,44.1,Medium,None
D002_2,C000077,10.004,30.0,Low,None
D002_2,C000078,1145.046,4293.9,Medium,None
D002_2,C000079,1149.132,4309.2,Medium,None
D002_2,C000080,11.48,55.1,High,None
D002_2,C000081,1156.03,4335.1,Medium,None
D002_2,C000082,4.773,22.9,High,None
D002_2,C000083,10.0,48.0,High,None
D002_2,C000084,1156.534,4337.0,Medium,None
D002_2,C000085,1225.452,3676.4,Low,None
D002_2,C000086,614.72,2950.7,High,One-Way
D002_2,C000087,1157.339,5555.2,High,None
D002_2,C000088,1142.99,4286.2,Medium,One-Way
D002_2,C000089,1135.393,3406.2,Low,None
D002_2,C000090,1153.846,5538.5,High,No Heavy Trucks
D002_2,C000091,6.219,23.3,Medium,None
D002_2,C000092,1226.593,4599.7,Medium,None
D002_2,C000093,1152.152,4320.6,Medium,None
D002_2,C000094,13.025,62.5,High,None
D002_2,C000095,17.651,53.0,Low,No Heavy Trucks
D002_2,C000096,10.724,40.2,Medium,None
D002_2,C000097,1158.579,4344.7,Medium,None
D002_2,C000098,1147.674,4303.8,Medium,No Heavy Trucks
D002_2,C000099,1150.338,4313.8,Medium,None
D002_2,C000100,1139.787,3419.4,Low,None
D002_2,C000101,6.668,32.0,High,One-Way
D002_2,C000102,1.639,7.9,High,None
D002_2,C000103,1133.641,4251.2,Medium,None
D002_2,C000104,1157.506,4340.6,Medium,None
D002_2,C000105,1156.592,4337.2,Medium,None
D002_2,C000106,6.971,20.9,Low,None
D002_2,C000107,607.453,2915.8,High,None
D002_2,C000108,10.536,39.5,Medium,None
D002_2,C000109,609.633,2286.1,Medium,None
D002_2,C000110,1139.674,3419.0,Low,None
