Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D004_5,C000001,1218.153,3513.9,Medium,No Heavy Trucks
D004_5,C000002,122.705,354.0,Medium,None
D004_5,C000003,122.712,283.2,Low,None
D004_5,C000004,1224.774,3533.0,Medium,None
D004_5,C000005,1223.622,4518.0,High,None
D004_5,C000006,131.608,379.6,Medium,None
D004_5,C000007,7.813,22.5,Medium,One-Way
D004_5,C000008,1213.435,3500.3,Medium,None
D004_5,C000009,1224.89,2826.7,Low,None
D004_5,C000010,149.121,344.1,Low,None
D004_5,C000011,128.444,474.3,High,No Heavy Trucks
D004_5,C000012,1220.758,4507.4,High,None
D004_5,C000013,136.633,394.1,Medium,None
D004_5,C000014,133.172,384.2,Medium,None
D004_5,C000015,117.781,434.9,High,None
D004_5,C000016,1220.572,3520.9,Medium,None
D004_5,C000017,138.561,399.7,Medium,None
D004_5,C000018,133.206,307.4,Low,None
D004_5,C000019,1235.147,3562.9,Medium,One-Way
D004_5,C000020,1222.548,2821.3,Low,None
D004_5,C000021,1210.914,4471.1,High,None
D004_5,C000022,710.724,1640.1,Low,None
D004_5,C000023,1231.727,2842.4,Low,None
D004_5,C000024,1215.671,3506.7,Medium,None
D004_5,C000025,1218.098,2811.0,Low,None
D004_5,C000026,136.37,393.4,Medium,None
D004_5,C000027,136.848,394.8,Medium,No Heavy Trucks
D004_5,C000028,128.957,372.0,Medium,None
D004_5,C000029,134.111,386.9,Medium,No Heavy Trucks
D004_5,C000030,1214.724,4485.1,High,None
D004_5,C000031,129.038,372.2,Medium,None
D004_5,C000032,129.385,373.2,Medium,None
D004_5,C000033,127.265,367.1,Medium,None
D004_5,C000034,1226.338,4528.0,High,None
D004_5,C000035,131.831,304.2,Low,None
D004_5,C000036,130.173,375.5,Medium,None
D004_5,C000037,144.436,416.6,Medium,None
D004_5,C000038,722.84,2085.1,Medium,None
D004_5,C000039,6.788,19.6,Medium,One-Way
D004_5,C000040,1209.369,4465.4,High,None
D004_5,C000041,1218.918,2812.9,Low,None
D004_5,C000042,131.794,380.2,Medium,None
D004_5,C000043,140.556,405.4,Medium,None
D004_5,C000044,142.716,411.7,Medium,None
D004_5,C000045,718.264,2071.9,Medium,None
D004_5,C000046,120.414,277.9,Low,None
D004_5,C000047,1215.787,3507.1,Medium,None
D004_5,C000048,2.484,5.7,Low,None
D004_5,C000049,1225.692,3535.6,Medium,None
D004_5,C000050,1211.693,3495.3,Medium,None
D004_5,C000051,119.09,343.5,Medium,None
D004_5,C000052,718.611,2072.9,Medium,None
D004_5,C000053,1214.374,2802.4,Low,None
D004_5,C000054,1214.427,3503.2,Medium,None
D004_5,C000055,131.237,302.9,Low,One-Way
D004_5,C000056,148.273,427.7,Medium,None
D004_5,C000057,121.917,351.7,Medium,None
D004_5,C000058,1211.259,3494.0,Medium,None
D004_5,C000059,723.619,2087.4,Medium,None
D004_5,C000060,1235.151,3562.9,Medium,None
D004_5,C000061,1224.977,3533.6,Medium,None
D004_5,C000062,1227.629,2833.0,Low,None
D004_5,C000063,1213.951,4482.3,High,None
D004_5,C000064,1223.353,4517.0,High,One-Way
D004_5,C000065,724.464,2089.8,Medium,None
D004_5,C000066,126.42,364.7,Medium,None
D004_5,C000067,1216.452,3509.0,Medium,None
D004_5,C000068,143.701,414.5,Medium,None
D004_5,C000069,148.512,428.4,Medium,None
D004_5,C000070,1227.984,2833.8,Low,None
D004_5,C000071,128.616,296.8,Low,None
D004_5,C000072,716.806,1654.2,Low,None
D004_5,C000073,1216.18,4490.5,High,None
D004_5,C000074,1212.925,3498.8,Medium,None
D004_5,C000075,129.338,373.1,Medium,None
D004_5,C000076,1231.677,3552.9,Medium,None
D004_5,C000077,1214.404,3503.1,Medium,One-Way
D004_5,C000078,126.319,291.5,Low,No Heavy Trucks
D004_5,C000079,125.293,289.1,Low,None
D004_5,C000080,1228.757,3544.5,Medium,No Heavy Trucks
D004_5,C000081,124.686,359.7,Medium,None
D004_5,C000082,1223.289,3528.7,Medium,No Heavy Trucks
D004_5,C000083,1233.959,2847.6,Low,No Heavy Trucks
D004_5,C000084,135.758,501.3,High,None
D004_5,C000085,2.848,6.6,Low,None
D004_5,C000086,714.854,2062.1,Medium,None
D004_5,C000087,129.085,372.4,Medium,None
D004_5,C000088,139.562,402.6,Medium,None
D004_5,C000089,139.451,402.3,Medium,None
D004_5,C000090,134.283,387.4,Medium,None
D004_5,C000091,1220.815,3521.6,Medium,One-Way
D004_5,C000092,8.036,18.5,Low,None
D004_5,C000093,132.658,489.8,High,None
D004_5,C000094,1213.258,2799.8,Low,None
D004_5,C000095,1210.334,2793.1,Low,One-Way
D004_5,C000096,1231.657,4547.7,High,None
D004_5,C000097,114.544,330.4,Medium,None
D004_5,C000098,130.193,480.7,High,One-Way
D004_5,C000099,123.348,355.8,Medium,One-Way
D004_5,C000100,141.434,522.2,High,None
D004_5,C000101,1229.415,2837.1,Low,None
D004_5,C000102,1222.762,2821.8,Low,None
D004_5,C000103,138.899,320.5,Low,None
D004_5,C000104,114.858,331.3,Medium,None
D004_5,C000105,127.039,366.5,Medium,None
D004_5,C000106,1220.518,2816.6,Low,No Heavy Trucks
D004_5,C000107,720.176,1661.9,Low,No Heavy Trucks
D004_5,C000108,1232.471,2844.2,Low,None
D004_5,C000109,715.951,1652.2,Low,One-Way
D004_5,C000110,126.626,467.5,High,None
D004_5,C000111,134.498,496.6,High,No Heavy Trucks
D004_5,C000112,120.762,348.4,Medium,No Heavy Trucks
D004_5,C000113,141.739,408.9,Medium,None
D004_5,C000114,718.243,1657.5,Low,None
D004_5,C000115,130.706,482.6,High,None
D004_5,C000116,1234.879,2849.7,Low,None
D004_5,C000117,1211.619,4473.7,High,One-Way
D004_5,C000118,1209.827,3489.9,Medium,None
D004_5,C000119,138.461,319.5,Low,None
D004_5,C000120,2.681,7.7,Medium,No Heavy Trucks
D004_5,C000121,721.801,2082.1,Medium,None
D004_5,C000122,141.575,326.7,Low,None
D004_5,C000123,132.745,490.1,High,None
D004_5,C000124,1209.98,2792.3,Low,None
D004_5,C000125,718.736,2653.8,High,None
D004_5,C000126,1.149,3.3,Medium,None
D004_5,C000127,128.042,295.5,Low,None
D004_5,C000128,1224.526,2825.8,Low,None
D004_5,C000129,709.248,2045.9,Medium,None
D004_5,C000130,132.966,383.6,Medium,One-Way
D004_5,C000131,1215.999,2806.2,Low,None
D004_5,C000132,137.395,507.3,High,None
D004_5,C000133,1227.835,4533.5,High,None
D004_5,C000134,714.15,1648.0,Low,One-Way
D004_5,C000135,6.73,19.4,Medium,None
D004_5,C000136,117.443,338.8,Medium,None
D004_5,C000137,135.257,390.2,Medium,None
D004_5,C000138,141.683,408.7,Medium,None
D004_5,C000139,1208.764,2789.5,Low,No Heavy Trucks
D004_5,C000140,1211.312,3494.2,Medium,None
D004_5,C000141,116.648,336.5,Medium,No Heavy Trucks
D004_5,C000142,136.24,314.4,Low,None
D004_5,C000143,3.179,9.2,Medium,None
D004_5,C000144,1210.708,3492.4,Medium,None
D004_5,C000145,1231.286,3551.8,Medium,None
D004_5,C000146,1226.665,3538.5,Medium,None
D004_5,C000147,1219.603,3518.1,Medium,One-Way
D004_5,C000148,126.505,364.9,Medium,None
D004_5,C000149,1209.992,3490.4,Medium,None
D004_5,C000150,723.429,1669.5,Low,No Heavy Trucks
D004_5,C000151,118.483,437.5,High,None
D004_5,C000152,1216.279,3508.5,Medium,None
D004_5,C000153,137.169,395.7,Medium,None
D004_5,C000154,141.811,409.1,Medium,None
D004_5,C000155,1220.119,2815.7,Low,None
D004_5,C000156,130.876,377.5,Medium,None
D004_5,C000157,1232.17,2843.5,Low,None
D004_5,C000158,724.936,2091.2,Medium,None
D004_5,C000159,1217.317,3511.5,Medium,None
D004_5,C000160,144.125,332.6,Low,None
D004_5,C000161,126.776,365.7,Medium,None
D004_5,C000162,1227.412,3540.6,Medium,None
D004_5,C000163,1211.639,3495.1,Medium,None
D004_5,C000164,127.12,366.7,Medium,None
D004_5,C000165,1218.531,4499.2,High,None
D004_5,C000166,710.803,2624.5,High,None
D004_5,C000167,136.742,504.9,High,None
D004_5,C000168,7.399,27.3,High,None
D004_5,C000169,1229.747,2837.9,Low,None
D004_5,C000170,1218.59,3515.2,Medium,None
D004_5,C000171,1232.066,4549.2,High,None
D004_5,C000172,133.066,307.1,Low,No Heavy Trucks
D004_5,C000173,728.231,2100.7,Medium,One-Way
D004_5,C000174,725.21,2677.7,High,None
D004_5,C000175,721.002,2079.8,Medium,None
D004_5,C000176,137.581,396.9,Medium,None
D004_5,C000177,145.832,336.5,Low,None
D004_5,C000178,143.373,330.9,Low,None
D004_5,C000179,130.604,376.7,Medium,None
D004_5,C000180,135.164,311.9,Low,No Heavy Trucks
D004_5,C000181,1208.847,4463.4,High,None
D004_5,C000182,130.043,375.1,Medium,One-Way
D004_5,C000183,141.812,327.3,Low,No Heavy Trucks
D004_5,C000184,726.801,2096.5,Medium,None
D004_5,C000185,1214.565,3503.6,Medium,None
D004_5,C000186,723.903,2088.2,Medium,None
D004_5,C000187,129.079,372.3,Medium,None
D004_5,C000188,1232.761,3556.0,Medium,No Heavy Trucks
D004_5,C000189,8.237,19.0,Low,None
D004_5,C000190,1234.141,2848.0,Low,None
D004_5,C000191,127.671,368.3,Medium,None
D004_5,C000192,1230.616,3549.9,Medium,None
D004_5,C000193,117.45,271.0,Low,None
D004_5,C000194,1209.236,2790.5,Low,None
D004_5,C000195,145.309,419.2,Medium,None
D004_5,C000196,1217.066,2808.6,Low,None
D004_5,C000197,115.182,332.3,Medium,No Heavy Trucks
D004_5,C000198,1228.115,3542.6,Medium,No Heavy Trucks
D004_5,C000199,1219.565,2814.4,Low,One-Way
D004_5,C000200,118.233,272.8,Low,None
D004_5,C000201,1213.22,2799.7,Low,None
D004_5,C000202,131.263,378.6,Medium,None
D004_5,C000203,1225.29,2827.6,Low,One-Way
D004_5,C000204,2.502,5.8,Low,None
D004_5,C000205,1208.858,3487.1,Medium,None
