Origin_Node_ID,Destination_Node_ID,Distance_km,Travel_Time_min,Traffic_Level,Road_Restrictions
D003_3,C000001,607.876,1628.2,Medium,None
D003_3,C000002,615.439,1318.8,Low,None
D003_3,C000003,609.916,2091.1,High,None
D003_3,C000004,608.898,1304.8,Low,One-Way
D003_3,C000005,612.567,1640.8,Medium,None
D003_3,C000006,608.974,1631.2,Medium,None
D003_3,C000007,719.237,1541.2,Low,None
D003_3,C000008,598.651,1282.8,Low,None
D003_3,C000009,608.084,1303.0,Low,None
D003_3,C000010,591.089,1266.6,Low,None
D003_3,C000011,610.38,2092.7,High,None
D003_3,C000012,603.61,1616.8,Medium,None
D003_3,C000013,606.841,1625.5,Medium,None
D003_3,C000014,611.599,1638.2,Medium,None
D003_3,C000015,616.532,1321.1,Low,None
D003_3,C000016,607.159,1626.3,Medium,None
D003_3,C000017,598.131,1281.7,Low,None
D003_3,C000018,608.575,1304.1,Low,None
D003_3,C000019,615.204,1647.9,Medium,None
D003_3,C000020,605.168,1621.0,Medium,None
D003_3,C000021,598.404,2051.7,High,No Heavy Trucks
D003_3,C000022,9.002,19.3,Low,None
D003_3,C000023,612.274,2099.2,High,None
D003_3,C000024,597.49,1280.3,Low,No Heavy Trucks
D003_3,C000025,603.11,1615.5,Medium,No Heavy Trucks
D003_3,C000026,599.895,1606.9,Medium,None
D003_3,C000027,605.481,1621.8,Medium,None
D003_3,C000028,612.313,1640.1,Medium,One-Way
D003_3,C000029,610.919,1309.1,Low,None
D003_3,C000030,605.663,1297.8,Low,None
D003_3,C000031,612.258,1312.0,Low,None
D003_3,C000032,609.155,1631.7,Medium,None
D003_3,C000033,616.338,1650.9,Medium,None
D003_3,C000034,617.196,1653.2,Medium,None
D003_3,C000035,601.919,1289.8,Low,None
D003_3,C000036,611.293,1637.4,Medium,None
D003_3,C000037,599.131,1604.8,Medium,None
D003_3,C000038,7.328,19.6,Medium,None
D003_3,C000039,714.276,1913.2,Medium,None
D003_3,C000040,593.714,2035.6,High,None
D003_3,C000041,607.461,1301.7,Low,None
D003_3,C000042,615.504,1648.7,Medium,None
D003_3,C000043,602.882,1291.9,Low,None
D003_3,C000044,595.123,1275.3,Low,None
D003_3,C000045,7.287,15.6,Low,None
D003_3,C000046,615.217,1647.9,Medium,No Heavy Trucks
D003_3,C000047,599.565,1606.0,Medium,One-Way
D003_3,C000048,719.089,1926.1,Medium,None
D003_3,C000049,613.181,1314.0,Low,None
D003_3,C000050,603.42,1616.3,Medium,None
D003_3,C000051,620.843,1663.0,Medium,None
D003_3,C000052,9.093,24.4,Medium,None
D003_3,C000053,598.992,1604.4,Medium,None
D003_3,C000054,604.599,1619.5,Medium,None
D003_3,C000055,604.197,1618.4,Medium,None
D003_3,C000056,592.768,1270.2,Low,None
D003_3,C000057,618.292,1324.9,Low,No Heavy Trucks
D003_3,C000058,593.864,1272.6,Low,No Heavy Trucks
D003_3,C000059,7.442,25.5,High,None
D003_3,C000060,622.212,1666.6,Medium,None
D003_3,C000061,614.201,2105.8,High,None
D003_3,C000062,618.506,2120.6,High,None
D003_3,C000063,600.931,1609.6,Medium,No Heavy Trucks
D003_3,C000064,608.473,1629.8,Medium,One-Way
D003_3,C000065,10.022,21.5,Low,No Heavy Trucks
D003_3,C000066,605.512,2076.0,High,No Heavy Trucks
D003_3,C000067,604.047,1618.0,Medium,None
D003_3,C000068,596.331,1277.9,Low,One-Way
D003_3,C000069,591.961,1585.6,Medium,None
D003_3,C000070,609.14,2088.5,High,None
D003_3,C000071,607.128,1301.0,Low,None
D003_3,C000072,6.101,16.3,Medium,None
D003_3,C000073,600.754,2059.7,High,One-Way
D003_3,C000074,604.228,1294.8,Low,One-Way
D003_3,C000075,602.038,2064.1,High,None
D003_3,C000076,621.732,1665.4,Medium,None
D003_3,C000077,602.588,1291.3,Low,None
D003_3,C000078,608.315,2085.7,High,None
D003_3,C000079,611.582,1638.2,Medium,None
D003_3,C000080,610.792,1308.8,Low,None
D003_3,C000081,616.816,1321.7,Low,None
D003_3,C000082,608.29,1629.3,Medium,One-Way
D003_3,C000083,618.757,1657.4,Medium,No Heavy Trucks
D003_3,C000084,612.993,1313.6,Low,None
D003_3,C000085,719.248,1926.6,Medium,One-Way
D003_3,C000086,3.497,7.5,Low,None
D003_3,C000087,616.107,1320.2,Low,None
D003_3,C000088,601.366,1610.8,Medium,None
D003_3,C000089,596.085,1596.7,Medium,None
D003_3,C000090,611.48,1310.3,Low,One-Way
D003_3,C000091,610.171,1634.4,Medium,None
D003_3,C000092,722.149,1547.5,Low,None
D003_3,C000093,610.825,1308.9,Low,None
D003_3,C000094,604.08,1618.1,Medium,None
D003_3,C000095,593.98,1591.0,Medium,None
D003_3,C000096,621.149,1331.0,Low,None
D003_3,C000097,622.726,1668.0,Medium,None
D003_3,C000098,608.529,1304.0,Low,No Heavy Trucks
D003_3,C000099,613.24,1314.1,Low,None
D003_3,C000100,598.309,2051.3,High,None
D003_3,C000101,617.636,1654.4,Medium,None
D003_3,C000102,609.628,1306.3,Low,No Heavy Trucks
D003_3,C000103,595.15,1594.2,Medium,None
D003_3,C000104,621.828,2132.0,High,One-Way
D003_3,C000105,616.322,1320.7,Low,None
D003_3,C000106,605.285,1621.3,Medium,None
D003_3,C000107,3.786,8.1,Low,One-Way
D003_3,C000108,615.782,1649.4,Medium,None
D003_3,C000109,3.79,13.0,High,None
D003_3,C000110,604.612,1295.6,Low,None
D003_3,C000111,615.227,1318.3,Low,None
D003_3,C000112,617.263,1653.4,Medium,None
D003_3,C000113,602.151,2064.5,High,None
D003_3,C000114,4.719,16.2,High,None
D003_3,C000115,611.418,1637.7,Medium,None
D003_3,C000116,614.944,1317.7,Low,None
D003_3,C000117,602.176,1613.0,Medium,None
D003_3,C000118,592.606,1269.9,Low,None
D003_3,C000119,601.35,1610.8,Medium,None
D003_3,C000120,714.865,1531.9,Low,No Heavy Trucks
D003_3,C000121,6.523,17.5,Medium,None
D003_3,C000122,595.927,1596.2,Medium,None
D003_3,C000123,612.524,1640.7,Medium,None
D003_3,C000124,602.283,1613.3,Medium,None
D003_3,C000125,6.134,16.4,Medium,One-Way
D003_3,C000126,718.201,1923.8,Medium,One-Way
D003_3,C000127,608.28,1629.3,Medium,None
D003_3,C000128,610.815,1308.9,Low,None
D003_3,C000129,9.75,20.9,Low,One-Way
D003_3,C000130,598.763,1283.1,Low,No Heavy Trucks
D003_3,C000131,599.329,1284.3,Low,None
D003_3,C000132,609.125,1631.6,Medium,None
D003_3,C000133,615.299,1318.5,Low,None
D003_3,C000134,6.911,14.8,Low,None
D003_3,C000135,723.758,1938.6,Medium,None
D003_3,C000136,617.448,1653.9,Medium,None
D003_3,C000137,601.191,2061.2,High,None
D003_3,C000138,596.285,1277.8,Low,None
D003_3,C000139,599.254,1605.1,Medium,None
D003_3,C000140,600.452,2058.7,High,One-Way
D003_3,C000141,621.06,1663.6,Medium,One-Way
D003_3,C000142,610.661,1635.7,Medium,One-Way
D003_3,C000143,715.169,1915.6,Medium,None
D003_3,C000144,599.23,1284.1,Low,None
D003_3,C000145,616.07,2112.2,High,None
D003_3,C000146,611.134,1637.0,Medium,None
D003_3,C000147,604.959,2074.1,High,One-Way
D003_3,C000148,618.524,2120.7,High,None
D003_3,C000149,597.171,1279.7,Low,None
D003_3,C000150,6.482,17.4,Medium,No Heavy Trucks
D003_3,C000151,618.372,2120.1,High,None
D003_3,C000152,606.297,1299.2,Low,No Heavy Trucks
D003_3,C000153,603.819,1617.4,Medium,None
D003_3,C000154,603.246,1615.8,Medium,None
D003_3,C000155,604.088,1294.5,Low,None
D003_3,C000156,598.88,1283.3,Low,None
D003_3,C000157,617.142,2115.9,High,None
D003_3,C000158,9.774,26.2,Medium,None
D003_3,C000159,601.817,1612.0,Medium,None
D003_3,C000160,597.372,1280.1,Low,None
D003_3,C000161,603.546,1293.3,Low,None
D003_3,C000162,610.153,1634.3,Medium,No Heavy Trucks
D003_3,C000163,603.854,1294.0,Low,No Heavy Trucks
D003_3,C000164,616.389,1320.8,Low,None
D003_3,C000165,601.188,1610.3,Medium,One-Way
D003_3,C000166,8.352,17.9,Low,None
D003_3,C000167,612.75,1313.0,Low,None
D003_3,C000168,722.444,1935.1,Medium,None
D003_3,C000169,611.415,1637.7,Medium,One-Way
D003_3,C000170,606.76,1300.2,Low,None
D003_3,C000171,622.528,1667.5,Medium,None
D003_3,C000172,601.21,1288.3,Low,One-Way
